API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Wed Mar 20 07:11:13 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Venus (299)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2024-Aug-11 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2460501.500000000, A.D. 2024-Jul-10 00:00:00.0000, -4.746580809242063E-01,  5.382128612384864E-01,  3.477979926837463E-02,
2460502.500000000, A.D. 2024-Jul-11 00:00:00.0000, -4.897071144447295E-01,  5.245132087732390E-01,  3.545999483340312E-02,
2460503.500000000, A.D. 2024-Jul-12 00:00:00.0000, -5.043654282046429E-01,  5.103950684518818E-01,  3.611189814712279E-02,
2460504.500000000, A.D. 2024-Jul-13 00:00:00.0000, -5.186213353181871E-01,  4.958697128891912E-01,  3.673498968080022E-02,
2460505.500000000, A.D. 2024-Jul-14 00:00:00.0000, -5.324634770869749E-01,  4.809487454836701E-01,  3.732877338526242E-02,
2460506.500000000, A.D. 2024-Jul-15 00:00:00.0000, -5.458808325609404E-01,  4.656440905533870E-01,  3.789277710710345E-02,
2460507.500000000, A.D. 2024-Jul-16 00:00:00.0000, -5.588627277888876E-01,  4.499679831833948E-01,  3.842655298301968E-02,
2460508.500000000, A.D. 2024-Jul-17 00:00:00.0000, -5.713988447493281E-01,  4.339329587954192E-01,  3.892967781188280E-02,
2460509.500000000, A.D. 2024-Jul-18 00:00:00.0000, -5.834792299527094E-01,  4.175518424508359E-01,  3.940175340418935E-02,
2460510.500000000, A.D. 2024-Jul-19 00:00:00.0000, -5.950943027065640E-01,  4.008377378982757E-01,  3.984240690855262E-02,
2460511.500000000, A.D. 2024-Jul-20 00:00:00.0000, -6.062348630355574E-01,  3.838040163774923E-01,  4.025129111493464E-02,
2460512.500000000, A.D. 2024-Jul-21 00:00:00.0000, -6.168920992488680E-01,  3.664643051914058E-01,  4.062808473434504E-02,
2460513.500000000, A.D. 2024-Jul-22 00:00:00.0000, -6.270575951477887E-01,  3.488324760584794E-01,  4.097249265476305E-02,
2460514.500000000, A.D. 2024-Jul-23 00:00:00.0000, -6.367233368668702E-01,  3.309226332578157E-01,  4.128424617306792E-02,
2460515.500000000, A.D. 2024-Jul-24 00:00:00.0000, -6.458817193425469E-01,  3.127491015796036E-01,  4.156310320280134E-02,
2460516.500000000, A.D. 2024-Jul-25 00:00:00.0000, -6.545255524034788E-01,  2.943264140936999E-01,  4.180884845760419E-02,
2460517.500000000, A.D. 2024-Jul-26 00:00:00.0000, -6.626480664774852E-01,  2.756692997493183E-01,  4.202129361021138E-02,
2460518.500000000, A.D. 2024-Jul-27 00:00:00.0000, -6.702429179103966E-01,  2.567926708189403E-01,  4.220027742691380E-02,
2460519.500000000, A.D. 2024-Jul-28 00:00:00.0000, -6.773041938926478E-01,  2.377116101996860E-01,  4.234566587742895E-02,
2460520.500000000, A.D. 2024-Jul-29 00:00:00.0000, -6.838264169899463E-01,  2.184413585854887E-01,  4.245735222015213E-02,
2460521.500000000, A.D. 2024-Jul-30 00:00:00.0000, -6.898045492748625E-01,  1.989973015234943E-01,  4.253525706278980E-02,
2460522.500000000, A.D. 2024-Jul-31 00:00:00.0000, -6.952339960566953E-01,  1.793949563681642E-01,  4.257932839840833E-02,
2460523.500000000, A.D. 2024-Aug-01 00:00:00.0000, -7.001106092074760E-01,  1.596499591465949E-01,  4.258954161695978E-02,
2460524.500000000, A.D. 2024-Aug-02 00:00:00.0000, -7.044306900824724E-01,  1.397780513485843E-01,  4.256589949237651E-02,
2460525.500000000, A.D. 2024-Aug-03 00:00:00.0000, -7.081909920340648E-01,  1.197950666549652E-01,  4.250843214535462E-02,
2460526.500000000, A.D. 2024-Aug-04 00:00:00.0000, -7.113887225183591E-01,  9.971691761769522E-02,  4.241719698197542E-02,
2460527.500000000, A.D. 2024-Aug-05 00:00:00.0000, -7.140215447944023E-01,  7.955958230514693E-02,  4.229227860834135E-02,
2460528.500000000, A.D. 2024-Aug-06 00:00:00.0000, -7.160875792163639E-01,  5.933909092596184E-02,  4.213378872143082E-02,
2460529.500000000, A.D. 2024-Aug-07 00:00:00.0000, -7.175854041195093E-01,  3.907151244474818E-02,  4.194186597640254E-02,
2460530.500000000, A.D. 2024-Aug-08 00:00:00.0000, -7.185140563012455E-01,  1.877294120280995E-02,  4.171667583060325E-02,
2460531.500000000, A.D. 2024-Aug-09 00:00:00.0000, -7.188730310990805E-01, -1.540516443102393E-03,  4.145841036456460E-02,
2460532.500000000, A.D. 2024-Aug-10 00:00:00.0000, -7.186622820676649E-01, -2.185275545107744E-02,  4.116728808029109E-02,
2460533.500000000, A.D. 2024-Aug-11 00:00:00.0000, -7.178822202576204E-01, -4.214768538066430E-02,  4.084355367717004E-02,
$$EOE
**************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning [1 au= 149597870.700 km, 1 day= 86400.0 s]:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (au)
      Y      Y-component of position vector (au)
      Z      Z-component of position vector (au)

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
