API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Mar 17 19:04:30 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-16 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460875.500000000, A.D. 2025-Jul-19 00:00:00.0000, -1.549032954218259E+00, -4.880545731146907E-01,  2.775818671045162E-02,
2460876.500000000, A.D. 2025-Jul-20 00:00:00.0000, -1.544251413654357E+00, -5.001881527387347E-01,  2.738665618599761E-02,
2460877.500000000, A.D. 2025-Jul-21 00:00:00.0000, -1.539363078101478E+00, -5.122871425534122E-01,  2.701323178141642E-02,
2460878.500000000, A.D. 2025-Jul-22 00:00:00.0000, -1.534368113102064E+00, -5.243506484764001E-01,  2.663793629443710E-02,
2460879.500000000, A.D. 2025-Jul-23 00:00:00.0000, -1.529266690786843E+00, -5.363777755253045E-01,  2.626079270288765E-02,
2460880.500000000, A.D. 2025-Jul-24 00:00:00.0000, -1.524058989917078E+00, -5.483676278455487E-01,  2.588182416551094E-02,
2460881.500000000, A.D. 2025-Jul-25 00:00:00.0000, -1.518745195926440E+00, -5.603193087388604E-01,  2.550105402249451E-02,
2460882.500000000, A.D. 2025-Jul-26 00:00:00.0000, -1.513325500962620E+00, -5.722319206937593E-01,  2.511850579564439E-02,
2460883.500000000, A.D. 2025-Jul-27 00:00:00.0000, -1.507800103929754E+00, -5.841045654178311E-01,  2.473420318868779E-02,
2460884.500000000, A.D. 2025-Jul-28 00:00:00.0000, -1.502169210531881E+00, -5.959363438703116E-01,  2.434817008789827E-02,
2460885.500000000, A.D. 2025-Jul-29 00:00:00.0000, -1.496433033316272E+00, -6.077263562941726E-01,  2.396043056259593E-02,
2460886.500000000, A.D. 2025-Jul-30 00:00:00.0000, -1.490591791715970E+00, -6.194737022485362E-01,  2.357100886517787E-02,
2460887.500000000, A.D. 2025-Jul-31 00:00:00.0000, -1.484645712092541E+00, -6.311774806426739E-01,  2.317992943106814E-02,
2460888.500000000, A.D. 2025-Aug-01 00:00:00.0000, -1.478595027780314E+00, -6.428367897716195E-01,  2.278721687916836E-02,
2460889.500000000, A.D. 2025-Aug-02 00:00:00.0000, -1.472439979131765E+00, -6.544507273522676E-01,  2.239289601272464E-02,
2460890.500000000, A.D. 2025-Aug-03 00:00:00.0000, -1.466180813562566E+00, -6.660183905595237E-01,  2.199699181996261E-02,
2460891.500000000, A.D. 2025-Aug-04 00:00:00.0000, -1.459817785595650E+00, -6.775388760635590E-01,  2.159952947413112E-02,
2460892.500000000, A.D. 2025-Aug-05 00:00:00.0000, -1.453351156905185E+00, -6.890112800689779E-01,  2.120053433329966E-02,
2460893.500000000, A.D. 2025-Aug-06 00:00:00.0000, -1.446781196361612E+00, -7.004346983550148E-01,  2.080003194048645E-02,
2460894.500000000, A.D. 2025-Aug-07 00:00:00.0000, -1.440108180077620E+00, -7.118082263153760E-01,  2.039804802419524E-02,
2460895.500000000, A.D. 2025-Aug-08 00:00:00.0000, -1.433332391454033E+00, -7.231309589980727E-01,  1.999460849890349E-02,
2460896.500000000, A.D. 2025-Aug-09 00:00:00.0000, -1.426454121225136E+00, -7.344019911469450E-01,  1.958973946517528E-02,
2460897.500000000, A.D. 2025-Aug-10 00:00:00.0000, -1.419473667504235E+00, -7.456204172455656E-01,  1.918346720968648E-02,
2460898.500000000, A.D. 2025-Aug-11 00:00:00.0000, -1.412391335830191E+00, -7.567853315623688E-01,  1.877581820556229E-02,
2460899.500000000, A.D. 2025-Aug-12 00:00:00.0000, -1.405207439214212E+00, -7.678958281956584E-01,  1.836681911282008E-02,
2460900.500000000, A.D. 2025-Aug-13 00:00:00.0000, -1.397922298185730E+00, -7.789510011186811E-01,  1.795649677838133E-02,
2460901.500000000, A.D. 2025-Aug-14 00:00:00.0000, -1.390536240837552E+00, -7.899499442259703E-01,  1.754487823568695E-02,
2460902.500000000, A.D. 2025-Aug-15 00:00:00.0000, -1.383049602871818E+00, -8.008917513815006E-01,  1.713199070458151E-02,
2460903.500000000, A.D. 2025-Aug-16 00:00:00.0000, -1.375462727647346E+00, -8.117755164678790E-01,  1.671786159179713E-02,
2460904.500000000, A.D. 2025-Aug-17 00:00:00.0000, -1.367775966227171E+00, -8.226003334357136E-01,  1.630251849153898E-02,
2460905.500000000, A.D. 2025-Aug-18 00:00:00.0000, -1.359989677424968E+00, -8.333652963536416E-01,  1.588598918555414E-02,
2460906.500000000, A.D. 2025-Aug-19 00:00:00.0000, -1.352104227850686E+00, -8.440694994601626E-01,  1.546830164273325E-02,
2460907.500000000, A.D. 2025-Aug-20 00:00:00.0000, -1.344119991956678E+00, -8.547120372171381E-01,  1.504948401882148E-02,
2460908.500000000, A.D. 2025-Aug-21 00:00:00.0000, -1.336037352084820E+00, -8.652920043634633E-01,  1.462956465656016E-02,
2460909.500000000, A.D. 2025-Aug-22 00:00:00.0000, -1.327856698513861E+00, -8.758084959681921E-01,  1.420857208598618E-02,
2460910.500000000, A.D. 2025-Aug-23 00:00:00.0000, -1.319578429506335E+00, -8.862606074844762E-01,  1.378653502449134E-02,
2460911.500000000, A.D. 2025-Aug-24 00:00:00.0000, -1.311202951355465E+00, -8.966474348058679E-01,  1.336348237669054E-02,
2460912.500000000, A.D. 2025-Aug-25 00:00:00.0000, -1.302730678433034E+00, -9.069680743246905E-01,  1.293944323452302E-02,
2460913.500000000, A.D. 2025-Aug-26 00:00:00.0000, -1.294162033238210E+00, -9.172216229910014E-01,  1.251444687765312E-02,
2460914.500000000, A.D. 2025-Aug-27 00:00:00.0000, -1.285497446446068E+00, -9.274071783716967E-01,  1.208852277366889E-02,
2460915.500000000, A.D. 2025-Aug-28 00:00:00.0000, -1.276737356955216E+00, -9.375238387108632E-01,  1.166170057773893E-02,
2460916.500000000, A.D. 2025-Aug-29 00:00:00.0000, -1.267882211935511E+00, -9.475707029924081E-01,  1.123401013216025E-02,
2460917.500000000, A.D. 2025-Aug-30 00:00:00.0000, -1.258932466877142E+00, -9.575468710046761E-01,  1.080548146644309E-02,
2460918.500000000, A.D. 2025-Aug-31 00:00:00.0000, -1.249888585640559E+00, -9.674514434061350E-01,  1.037614479780685E-02,
2460919.500000000, A.D. 2025-Sep-01 00:00:00.0000, -1.240751040505504E+00, -9.772835217921134E-01,  9.946030531350564E-03,
2460920.500000000, A.D. 2025-Sep-02 00:00:00.0000, -1.231520312218509E+00, -9.870422087636371E-01,  9.515169259572282E-03,
2460921.500000000, A.D. 2025-Sep-03 00:00:00.0000, -1.222196890039842E+00, -9.967266079988837E-01,  9.083591761661744E-03,
2460922.500000000, A.D. 2025-Sep-04 00:00:00.0000, -1.212781271790767E+00, -1.006335824326119E+00,  8.651329003072824E-03,
2460923.500000000, A.D. 2025-Sep-05 00:00:00.0000, -1.203273963900708E+00, -1.015868963796625E+00,  8.218412135308117E-03,
2460924.500000000, A.D. 2025-Sep-06 00:00:00.0000, -1.193675481453361E+00, -1.025325133757910E+00,  7.784872495509157E-03,
2460925.500000000, A.D. 2025-Sep-07 00:00:00.0000, -1.183986348231805E+00, -1.034703442928929E+00,  7.350741605750244E-03,
2460926.500000000, A.D. 2025-Sep-08 00:00:00.0000, -1.174207096763540E+00, -1.044003001477954E+00,  6.916051172376650E-03,
2460927.500000000, A.D. 2025-Sep-09 00:00:00.0000, -1.164338268365945E+00, -1.053222921101797E+00,  6.480833085657976E-03,
2460928.500000000, A.D. 2025-Sep-10 00:00:00.0000, -1.154380413191283E+00, -1.062362315105149E+00,  6.045119419456865E-03,
2460929.500000000, A.D. 2025-Sep-11 00:00:00.0000, -1.144334090270179E+00, -1.071420298480491E+00,  5.608942430392434E-03,
2460930.500000000, A.D. 2025-Sep-12 00:00:00.0000, -1.134199867553944E+00, -1.080395987989773E+00,  5.172334556582331E-03,
2460931.500000000, A.D. 2025-Sep-13 00:00:00.0000, -1.123978321957239E+00, -1.089288502248017E+00,  4.735328416655513E-03,
2460932.500000000, A.D. 2025-Sep-14 00:00:00.0000, -1.113670039401724E+00, -1.098096961807877E+00,  4.297956809390623E-03,
2460933.500000000, A.D. 2025-Sep-15 00:00:00.0000, -1.103275614859422E+00, -1.106820489244781E+00,  3.860252713455959E-03,
2460934.500000000, A.D. 2025-Sep-16 00:00:00.0000, -1.092795652394507E+00, -1.115458209243473E+00,  3.422249286598717E-03,
2460935.500000000, A.D. 2025-Sep-17 00:00:00.0000, -1.082230765203948E+00, -1.124009248687034E+00,  2.983979864396803E-03,
2460936.500000000, A.D. 2025-Sep-18 00:00:00.0000, -1.071581575658209E+00, -1.132472736748042E+00,  2.545477959155220E-03,
2460937.500000000, A.D. 2025-Sep-19 00:00:00.0000, -1.060848715342152E+00, -1.140847804980344E+00,  2.106777259124148E-03,
2460938.500000000, A.D. 2025-Sep-20 00:00:00.0000, -1.050032825095116E+00, -1.149133587410856E+00,  1.667911627664575E-03,
2460939.500000000, A.D. 2025-Sep-21 00:00:00.0000, -1.039134555049703E+00, -1.157329220632692E+00,  1.228915102093892E-03,
2460940.500000000, A.D. 2025-Sep-22 00:00:00.0000, -1.028154564670017E+00, -1.165433843901112E+00,  7.898218924532870E-04,
2460941.500000000, A.D. 2025-Sep-23 00:00:00.0000, -1.017093522790133E+00, -1.173446599231912E+00,  3.506663805603271E-04,
2460942.500000000, A.D. 2025-Sep-24 00:00:00.0000, -1.005952107652366E+00, -1.181366631500673E+00, -8.851688073979761E-05,
2460943.500000000, A.D. 2025-Sep-25 00:00:00.0000, -9.947310069440298E-01, -1.189193088542510E+00, -5.276931686612473E-04,
2460944.500000000, A.D. 2025-Sep-26 00:00:00.0000, -9.834309178322607E-01, -1.196925121253481E+00, -9.668275921598633E-04,
2460945.500000000, A.D. 2025-Sep-27 00:00:00.0000, -9.720525469980064E-01, -1.204561883694322E+00, -1.405885093736823E-03,
2460946.500000000, A.D. 2025-Sep-28 00:00:00.0000, -9.605966106704200E-01, -1.212102533195737E+00, -1.844830450727018E-03,
2460947.500000000, A.D. 2025-Sep-29 00:00:00.0000, -9.490638346612505E-01, -1.219546230464355E+00, -2.283628276161019E-03,
2460948.500000000, A.D. 2025-Sep-30 00:00:00.0000, -9.374549543976785E-01, -1.226892139689788E+00, -2.722243019928589E-03,
2460949.500000000, A.D. 2025-Oct-01 00:00:00.0000, -9.257707149531375E-01, -1.234139428654060E+00, -3.160638970537823E-03,
2460950.500000000, A.D. 2025-Oct-02 00:00:00.0000, -9.140118710771865E-01, -1.241287268843688E+00, -3.598780257011376E-03,
2460951.500000000, A.D. 2025-Oct-03 00:00:00.0000, -9.021791872251981E-01, -1.248334835563240E+00, -4.036630850476968E-03,
2460952.500000000, A.D. 2025-Oct-04 00:00:00.0000, -8.902734375871280E-01, -1.255281308049072E+00, -4.474154565664184E-03,
2460953.500000000, A.D. 2025-Oct-05 00:00:00.0000, -8.782954061144035E-01, -1.262125869583696E+00, -4.911315062735327E-03,
2460954.500000000, A.D. 2025-Oct-06 00:00:00.0000, -8.662458865453028E-01, -1.268867707612414E+00, -5.348075849357764E-03,
2460955.500000000, A.D. 2025-Oct-07 00:00:00.0000, -8.541256824299064E-01, -1.275506013862817E+00, -5.784400282579445E-03,
2460956.500000000, A.D. 2025-Oct-08 00:00:00.0000, -8.419356071547409E-01, -1.282039984465927E+00, -6.220251570372830E-03,
2460957.500000000, A.D. 2025-Oct-09 00:00:00.0000, -8.296764839659304E-01, -1.288468820077859E+00, -6.655592773294462E-03,
2460958.500000000, A.D. 2025-Oct-10 00:00:00.0000, -8.173491459898334E-01, -1.294791726002621E+00, -7.090386806736904E-03,
2460959.500000000, A.D. 2025-Oct-11 00:00:00.0000, -8.049544362516541E-01, -1.301007912317206E+00, -7.524596443611185E-03,
2460960.500000000, A.D. 2025-Oct-12 00:00:00.0000, -7.924932076934028E-01, -1.307116593998723E+00, -7.958184316807221E-03,
2460961.500000000, A.D. 2025-Oct-13 00:00:00.0000, -7.799663231916374E-01, -1.313116991052339E+00, -8.391112921110678E-03,
2460962.500000000, A.D. 2025-Oct-14 00:00:00.0000, -7.673746555738307E-01, -1.319008328639845E+00, -8.823344615057764E-03,
2460963.500000000, A.D. 2025-Oct-15 00:00:00.0000, -7.547190876322186E-01, -1.324789837210063E+00, -9.254841623329719E-03,
2460964.500000000, A.D. 2025-Oct-16 00:00:00.0000, -7.420005121355807E-01, -1.330460752632059E+00, -9.685566039551103E-03,
2460965.500000000, A.D. 2025-Oct-17 00:00:00.0000, -7.292198318400718E-01, -1.336020316330458E+00, -1.011547982893259E-02,
2460966.500000000, A.D. 2025-Oct-18 00:00:00.0000, -7.163779594989963E-01, -1.341467775421351E+00, -1.054454483067971E-02,
2460967.500000000, A.D. 2025-Oct-19 00:00:00.0000, -7.034758178703440E-01, -1.346802382848380E+00, -1.097272276063154E-02,
2460968.500000000, A.D. 2025-Oct-20 00:00:00.0000, -6.905143397217789E-01, -1.352023397520232E+00, -1.139997521431740E-02,
2460969.500000000, A.D. 2025-Oct-21 00:00:00.0000, -6.774944678341818E-01, -1.357130084450749E+00, -1.182626366999221E-02,
2460970.500000000, A.D. 2025-Oct-22 00:00:00.0000, -6.644171550045269E-01, -1.362121714901249E+00, -1.225154949127889E-02,
2460971.500000000, A.D. 2025-Oct-23 00:00:00.0000, -6.512833640472965E-01, -1.366997566523650E+00, -1.267579392967249E-02,
2460972.500000000, A.D. 2025-Oct-24 00:00:00.0000, -6.380940677930378E-01, -1.371756923504201E+00, -1.309895812750985E-02,
2460973.500000000, A.D. 2025-Oct-25 00:00:00.0000, -6.248502490838406E-01, -1.376399076708993E+00, -1.352100312154995E-02,
2460974.500000000, A.D. 2025-Oct-26 00:00:00.0000, -6.115529007668954E-01, -1.380923323831732E+00, -1.394188984666875E-02,
2460975.500000000, A.D. 2025-Oct-27 00:00:00.0000, -5.982030256871150E-01, -1.385328969542663E+00, -1.436157913910992E-02,
2460976.500000000, A.D. 2025-Oct-28 00:00:00.0000, -5.848016366783232E-01, -1.389615325637658E+00, -1.478003173941400E-02,
2460977.500000000, A.D. 2025-Oct-29 00:00:00.0000, -5.713497565517139E-01, -1.393781711188270E+00, -1.519720829563537E-02,
2460978.500000000, A.D. 2025-Oct-30 00:00:00.0000, -5.578484180812754E-01, -1.397827452694198E+00, -1.561306936709670E-02,
2460979.500000000, A.D. 2025-Oct-31 00:00:00.0000, -5.442986639871633E-01, -1.401751884238201E+00, -1.602757542823686E-02,
2460980.500000000, A.D. 2025-Nov-01 00:00:00.0000, -5.307015469175712E-01, -1.405554347642044E+00, -1.644068687218846E-02,
2460981.500000000, A.D. 2025-Nov-02 00:00:00.0000, -5.170581294281691E-01, -1.409234192622345E+00, -1.685236401439440E-02,
2460982.500000000, A.D. 2025-Nov-03 00:00:00.0000, -5.033694839581473E-01, -1.412790776946929E+00, -1.726256709669952E-02,
2460983.500000000, A.D. 2025-Nov-04 00:00:00.0000, -4.896366928034624E-01, -1.416223466593025E+00, -1.767125629170478E-02,
2460984.500000000, A.D. 2025-Nov-05 00:00:00.0000, -4.758608480885918E-01, -1.419531635907637E+00, -1.807839170679973E-02,
2460985.500000000, A.D. 2025-Nov-06 00:00:00.0000, -4.620430517367420E-01, -1.422714667768983E+00, -1.848393338782117E-02,
2460986.500000000, A.D. 2025-Nov-07 00:00:00.0000, -4.481844154370376E-01, -1.425771953748126E+00, -1.888784132293578E-02,
2460987.500000000, A.D. 2025-Nov-08 00:00:00.0000, -4.342860606077511E-01, -1.428702894271491E+00, -1.929007544718577E-02,
2460988.500000000, A.D. 2025-Nov-09 00:00:00.0000, -4.203491183562518E-01, -1.431506898785257E+00, -1.969059564744456E-02,
2460989.500000000, A.D. 2025-Nov-10 00:00:00.0000, -4.063747294369247E-01, -1.434183385921105E+00, -2.008936176715483E-02,
2460990.500000000, A.D. 2025-Nov-11 00:00:00.0000, -3.923640442072018E-01, -1.436731783661838E+00, -2.048633361065322E-02,
2460991.500000000, A.D. 2025-Nov-12 00:00:00.0000, -3.783182225806387E-01, -1.439151529506738E+00, -2.088147094750795E-02,
2460992.500000000, A.D. 2025-Nov-13 00:00:00.0000, -3.642384339762563E-01, -1.441442070638164E+00, -2.127473351731847E-02,
2460993.500000000, A.D. 2025-Nov-14 00:00:00.0000, -3.501258572646684E-01, -1.443602864090272E+00, -2.166608103482103E-02,
2460994.500000000, A.D. 2025-Nov-15 00:00:00.0000, -3.359816807119269E-01, -1.445633376918838E+00, -2.205547319481612E-02,
2460995.500000000, A.D. 2025-Nov-16 00:00:00.0000, -3.218071019207857E-01, -1.447533086370613E+00, -2.244286967693112E-02,
$$EOE
**************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  Ecliptic at the standard reference epoch

    Reference epoch: J2000.0
    X-Y plane: adopted Earth orbital plane at the reference epoch
               Note: IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane
    X-axis   : ICRF
    Z-axis   : perpendicular to the X-Y plane in the directional (+ or -) sense
               of Earth's north pole at the reference epoch.

  Symbol meaning [1 au= 149597870.700 km, 1 day= 86400.0 s]:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (au)
      Y      Y-component of position vector (au)
      Z      Z-component of position vector (au)

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
